经济性得分,车贷占收入比,房贷占收入比,电池技术性能得分,个人年收入,家庭成员数,最高学历,品牌类型,动力性表现得分,舒适性得分,家庭可支配收入,家庭年收入,安全性表现得分,出生年,单位性质,工作年限,驾龄,配置与质量品质得分,居住时间,驾驶操控性表现得分,外观内饰得分,婚姻类型,居住区域类型,职位类型,户口类型,子女数,购买意愿
62.93884815,20,20,79.83956868,8,5,6,2,68.43027649,83.23747961,8,23,78.18891256,1988,4,9,5,69.98467517,30,75.23319245,81.95828208,6,2,2,2,1,0.0 
77.80531758,0,10,77.80869155,12,3,8,2,77.76249789,77.80346762,13,22,77.76704377,1987,5,5,10,77.76472787,5,77.77367433,77.77433233,5,2,2,2,1,0.0 
96.27969715,0,25,93.52532705,18,2,6,2,85.62967773,90.94126646,25,33,93.03427403,1994,5,3,7,89.22184158,25,94.70467565,93.45564325,3,2,4,2,0,0.0 
73.9041436,10,40,69.50917097,20,4,5,2,61.80365337,73.42209146,26,30,73.65970636,1980,5,18,2,71.53512688,20,83.06086591,82.16439024,5,1,4,1,2,0.0 
85.16608081,20,30,75.77781441,25,3,6,2,77.76249789,81.49627314,18,32,81.03064359,1987,6,10,8,77.76472787,6,77.77367433,73.38427443,5,4,7,1,1,0.0 
70.44455435,15,40,77.62630608,8,3,5,2,80.83856378,77.04204926,10,30,77.76704377,1985,3,15,5,81.86771957,10,80.52038403,82.34645282,5,1,2,2,1,0.0 
81.55817068,0,0,77.80869155,17,4,6,2,76.29745633,78.208798,20,30,74.50344395,1994,5,4,7,80.66656302,26,77.77367433,77.77433233,2,1,5,2,0,0.0 
81.55817068,5,13,82.79728523,20,5,6,2,81.00281808,82.21977934,25,30,77.76704377,1990,4,7,7,81.44178887,30,75.23319245,80.05438118,6,1,2,2,1,0.0 
70.44455435,6,17,74.25484708,19,4,6,2,82.07912049,76.90785746,28,34,77.76704377,1988,3,9,10,81.09249372,32,83.5955792,82.16439024,5,1,3,2,2,0.0 
74.05246448,5,30,72.09692941,20,2,4,2,63.57893199,69.6943504,25,30,74.08157516,1990,4,10,6,74.43696203,4,72.48648275,68.77515095,3,2,2,1,0,0.0 
81.41322771,20,35,81.14727736,30,3,8,2,74.74666256,83.29584709,12,35,85.6115933,1990,5,6,6,70.33397033,10,75.56167793,84.4324163,5,1,2,2,1,0.0 
63.08379112,0,0,71.35766264,23,5,5,2,71.13587477,72.08621536,30,35,74.08157516,1993,4,6,7,69.55874447,28,71.95176946,73.38427443,6,2,8,2,1,0.0 
55.57808492,0,20,74.25484708,12,3,6,2,68.43027649,74.79923276,20,30,70.34436303,1992,4,5,3,70.33397033,27,77.77367433,66.66514189,2,1,4,2,0,0.0 
77.80531758,0,30,77.80869155,20,3,4,2,77.76249789,77.80346762,20,35,77.76704377,1983,4,12,12,77.76472787,10,74.69847916,77.77433233,5,1,3,1,1,0.0 
81.55817068,0,0,85.36894535,12,3,6,2,77.76249789,80.80770249,18,36,81.92612469,1990,3,6,10,81.86771957,15,83.06086591,82.34645282,5,1,7,2,1,1.0 
81.55817068,5,30,87.61508113,20,3,6,2,82.7780967,92.60962522,15,30,84.7161122,1999,4,1,1,85.54478058,20,83.06086591,82.15236745,2,1,8,2,0,0.0 
70.44455435,8,40,70.24843774,15,4,6,2,79.22753946,72.36945563,10,30,70.34436303,1985,4,13,12,73.73837171,35,66.33609241,66.85922726,5,1,3,2,2,0.0 
55.57808492,5,10,55.03739731,12,5,5,2,55.70898342,54.99960164,26,30,52.28420772,1994,4,3,6,51.44240601,9,50.26353091,55.55595146,6,1,7,2,1,0.0 
66.54338037,6,15,76.69946665,20,3,6,2,77.76249789,81.49627314,26,30,81.03064359,1984,7,12,3,77.76472787,15,77.77367433,88.88352277,5,1,9,2,1,0.0 
88.91893392,0,0,87.07429814,15,4,5,2,85.62967773,86.89237296,15,30,85.6115933,1987,4,8,2,84.76955472,8,80.84886951,88.88352277,4,1,9,1,0,1.0 
77.80531758,0,12,75.77781441,25,3,6,2,66.65499787,76.54043924,28,35,74.50344395,1985,6,12,9,69.98467517,18,74.69847916,71.04317701,5,1,2,2,1,0.0 
77.80531758,0,15,77.80869155,25,3,4,2,77.76249789,76.54043924,30,35,77.76704377,1982,8,18,10,77.76472787,18,77.77367433,77.77433233,5,1,10,2,1,0.0 
77.80531758,0,18,81.36253601,18,4,6,2,80.83856378,80.80770249,27,32,78.18891256,1985,3,11,8,81.44178887,20,77.77367433,75.49428348,5,2,5,1,2,0.0 
81.41322771,0,30,83.93419612,22,3,6,2,82.7780967,80.60066297,20,38,74.50344395,1985,2,13,15,81.09249372,35,75.02696464,77.64129553,5,2,7,2,1,0.0 
66.69170125,5,30,55.58049501,25,3,6,2,57.32277647,65.42708715,15,30,59.70982599,1985,4,13,13,62.97984832,17,66.66457788,66.66514189,5,2,3,2,1,0.0 
99.0325502,30,0,98.00601095,13,3,6,2,99.97749794,99.0301718,17,30,99.98334246,1990,4,6,8,99.98036497,30,99.99186723,99.9927132,5,2,7,2,1,0.0 
99.0325502,30,15,99.0368881,8,5,8,2,99.97749794,99.0301718,12,30,99.98334246,1981,1,12,12,99.98036497,20,99.99186723,99.9927132,6,1,1,2,1,0.0 
81.41322771,20,20,79.51404434,23,5,5,2,75.98721927,80.63857513,13,38,82.82160578,1984,4,11,14,73.66173617,35,77.23896104,69.00623931,6,1,6,2,1,0.0 
44.45446533,0,15,63.23887966,23,3,6,2,63.5159327,72.12412753,19,35,67.55437552,1992,3,5,6,74.08766687,10,61.57885517,51.1128722,5,1,5,2,1,0.0 
81.55817068,0,35,85.04342101,23,6,5,2,83.85439911,85.62934458,20,40,88.87519312,1988,7,8,4,84.76955472,10,83.06086591,84.31140228,6,2,9,2,2,0.0 
81.41322771,10,10,82.4717609,35,2,6,2,79.59800707,81.09094276,26,40,77.76704377,1988,7,8,10,84.76955472,5,74.69847916,77.72530655,3,2,9,1,0,0.0 
81.55817068,10,10,82.79728523,45,3,4,2,84.07888396,88.26616123,40,50,88.87519312,1989,7,7,10,81.44178887,10,83.5955792,77.71328377,2,2,9,1,0,0.0 
59.46925564,10,30,78.16708906,20,1,5,2,87.15494985,78.49203827,30,50,81.92612469,1990,3,7,10,88.44661572,30,78.30838762,88.88352277,1,2,2,2,0,0.0 
74.05246448,10,10,79.65718321,55,1,5,2,79.53777651,79.82791437,50,60,81.45251238,1989,7,6,8,77.76472787,9,77.77367433,73.39629721,1,2,9,1,0,0.0 
81.55817068,10,10,75.36407197,50,3,6,2,87.09471929,87.65379133,45,56,84.7161122,1989,7,7,5,85.19548542,8,83.5955792,84.44443909,2,2,9,2,0,0.0 
81.55817068,8,15,83.93419612,45,4,6,2,77.53801304,83.23747961,46,50,85.1897245,1983,3,15,12,84.76955472,12,88.34805749,82.16439024,5,1,1,2,2,0.0 
77.80531758,0,0,72.09692941,20,3,6,2,63.57893199,72.08621536,15,40,70.34436303,1986,3,11,8,69.98467517,34,69.41128758,71.23726238,5,1,2,2,1,0.0 
77.80531758,0,0,85.56742914,14,5,6,2,83.79416855,84.37841789,26,42,77.76704377,1990,3,7,7,84.42025956,8,83.26709373,86.9185733,6,1,7,1,1,0.0 
81.55817068,10,10,80.57883545,50,2,5,2,85.85416258,84.500508,40,60,88.87519312,1989,7,8,9,85.54478058,12,88.88277078,84.49346486,3,2,9,1,0,0.0 
70.44455435,0,0,74.25484708,35,3,4,2,81.00281808,73.34924375,45,50,77.76704377,1980,4,16,11,81.44178887,40,80.52038403,80.05438118,5,1,3,2,1,0.0 
66.69170125,11,35,55.58049501,25,3,6,2,60.39884236,63.03522219,15,40,66.65889442,1985,4,12,10,66.65690932,15,63.58938271,66.66514189,5,3,3,1,1,0.0 
70.44455435,0,0,72.40635542,45,3,5,2,74.52217771,74.51599249,40,50,77.76704377,1990,4,8,7,73.66173617,6,72.48648275,71.23726238,5,1,2,1,1,0.0 
99.0325502,0,20,99.0368881,7,3,6,1,99.97749794,99.0301718,4,13,99.98334246,1981,3,16,11,99.98036497,10,99.99186723,99.9927132,5,1,5,1,1,0.0 
66.69170125,25,0,62.59996583,11,3,6,1,68.65476135,60.69953768,17,28,67.55437552,1978,3,17,12,73.66173617,15,61.70587178,59.94600936,5,1,3,2,1,0.0 
85.16608081,0,10,86.09211379,11,5,6,1,84.01865341,92.47543342,13,22,88.45332432,1985,6,10,8,92.54960742,10,86.13606108,86.54242535,6,1,3,2,1,1.0 
81.55817068,0,35,81.68806034,9,4,6,1,75.82296497,75.52273896,15,20,78.18891256,1989,5,7,8,78.53995373,30,75.56167793,82.16439024,2,1,1,2,0,0.0 
81.55817068,5,25,82.10180278,15,3,6,1,77.82272845,85.26192636,10,20,85.6115933,1982,5,15,15,73.23580547,38,83.5955792,80.0053554,5,1,5,2,1,0.0 
77.80531758,0,50,69.8346953,18,3,5,1,74.68643201,72.08621536,10,25,77.76704377,1983,6,12,8,77.76472787,36,72.48648275,71.04317701,5,1,4,2,1,0.0 
81.55817068,0,0,85.04342101,14,5,4,1,88.86999791,90.17984809,19,23,84.7161122,1985,4,11,10,85.54478058,21,75.56167793,73.14116328,6,2,2,2,1,0.0 
62.93884815,10,20,66.69459328,8,3,5,1,66.65499787,67.95314392,10,20,66.65889442,1982,6,14,5,63.32914348,20,63.91786819,75.48226069,5,1,7,1,1,0.0 
81.55817068,14,12,81.48957655,33,3,6,1,83.85439911,84.500508,30,35,85.6115933,1980,5,16,16,81.86771957,40,80.52038403,84.49346486,5,1,2,2,1,0.0 
81.55817068,5,20,85.78268779,75,3,6,1,84.07888396,87.65379133,50,80,88.87519312,1983,5,15,15,82.21701473,37,80.84886951,88.88352277,5,1,6,2,1,0.0 
81.55817068,0,20,82.22884332,15,3,6,1,87.09471929,81.86369135,20,30,82.34799348,1986,5,10,10,78.11402303,34,83.5955792,84.44443909,5,2,3,2,1,0.0 
88.91893392,30,18,80.7664081,12,2,5,1,85.62967773,80.80770249,10,32,77.76704377,1987,5,10,3,85.54478058,33,77.77367433,82.15236745,3,3,6,2,0,0.0 
62.93884815,0,20,69.65230984,14,3,5,1,74.85068631,64.56825231,16,30,66.18528212,1974,4,23,8,70.33397033,20,74.69847916,71.09220279,5,2,6,2,1,0.0 
88.91893392,0,10,76.69946665,50,3,8,1,77.76249789,83.38652808,50,70,85.6115933,1982,5,15,15,85.54478058,38,88.88277078,86.59145113,5,1,3,2,1,0.0 
81.41322771,10,25,70.75634754,25,1,6,1,93.35087481,88.91681971,35,50,89.34880542,1996,7,3,1,77.76472787,24,83.06086591,75.43323492,1,2,9,2,0,0.0 
77.80531758,20,20,83.04020281,22,3,5,1,87.09471929,82.62510972,25,55,85.6115933,1980,4,17,20,84.76955472,30,77.77367433,79.8723186,5,1,2,1,1,0.0 
88.91893392,25,18,79.83956868,16,3,5,1,83.85439911,80.80770249,10,40,81.03064359,1985,6,12,3,81.09249372,35,80.52038403,80.11542974,5,2,7,2,1,0.0 
85.16608081,8,20,84.6734629,60,3,6,1,85.62967773,85.62934458,50,70,81.45251238,1986,5,13,13,84.76955472,34,83.5955792,79.8723186,5,1,4,2,1,0.0 
81.55817068,7,20,82.10180278,75,3,4,1,87.09471929,82.62510972,50,80,85.6115933,1986,5,13,13,77.76472787,34,83.5955792,80.06640397,5,2,5,2,1,0.0 
81.55817068,5,20,82.10180278,40,3,6,1,81.00281808,81.36208133,40,50,85.6115933,1984,5,15,15,78.11402303,36,80.52038403,84.44443909,5,2,4,2,1,0.0 
77.80531758,0,20,76.69946665,50,4,8,1,77.76249789,77.80346762,50,60,74.08157516,1981,5,15,15,77.76472787,39,77.77367433,77.77433233,5,1,3,2,2,0.0 
70.44455435,5,15,68.72547041,35,3,5,1,72.91115339,71.90575778,36,40,70.81797534,1986,5,10,10,69.98467517,15,72.48648275,64.56715562,6,1,3,1,1,0.0 
77.80531758,50,0,82.4717609,7,5,5,1,82.7780967,77.80346762,3,13,84.7161122,1988,1,10,12,84.76955472,20,83.5955792,84.44443909,6,2,2,2,1,0.0 
77.80531758,10,25,79.27112677,12,3,6,1,75.98721927,81.09094276,10,15,78.18891256,1987,5,10,5,81.86771957,15,77.77367433,71.04317701,5,2,4,2,1,0.0 
74.19740745,0,35,81.68806034,24,5,5,1,82.6138424,79.82791437,12,29,85.1897245,1985,7,10,10,81.44178887,20,83.5955792,86.7855365,6,1,9,1,2,0.0 
74.19740745,0,0,81.68806034,18,3,4,1,84.01865341,85.62934458,20,24,85.1897245,1984,7,11,7,81.44178887,11,83.5955792,82.34645282,5,2,9,2,1,0.0 
77.80531758,23,43,76.69946665,7,4,6,1,77.76249789,75.3736905,7,26,77.76704377,1980,5,14,6,77.76472787,6,77.77367433,77.77433233,4,1,3,1,0,0.0 
74.05246448,10,20,79.83956868,15,3,5,1,72.74689909,69.58359052,10,20,66.65889442,1986,5,11,12,55.11946702,34,69.41128758,73.33524865,5,2,4,2,1,0.0 
77.80531758,0,0,84.32025257,15,3,6,1,84.01865341,77.39813725,10,20,81.03064359,1984,3,12,1,81.86771957,35,83.5955792,86.59145113,5,1,6,2,1,0.0 
70.44455435,0,0,71.29713052,13,3,5,1,87.15494985,87.65379133,13,38,84.7161122,1990,6,7,6,88.87254642,5,83.5955792,91.16357162,5,1,7,2,1,0.0 
70.44455435,15,20,72.82009786,23,2,5,1,77.92675219,74.61227213,28,33,70.81797534,1990,6,8,3,74.43696203,6,75.02696464,75.66432328,3,1,2,2,0,0.0 
66.69170125,0,0,64.86219994,16,3,6,1,61.86388392,63.68588068,20,30,55.12555903,1983,3,12,11,66.30761417,12,58.63067661,66.60409333,5,1,4,2,1,0.0 
81.55817068,30,20,83.52045368,8,6,6,1,88.64551306,85.62934458,7,20,92.56066173,1980,4,16,5,84.76955472,39,94.16996236,84.31140228,6,2,2,1,2,0.0 
70.44455435,0,30,71.68318697,10,3,6,1,71.50634238,72.57649515,10,15,66.65889442,1984,4,12,3,69.98467517,20,69.73977306,71.23726238,5,3,4,1,1,0.0 
81.55817068,6,20,85.78268779,9,3,6,1,82.7780967,76.13510886,9,15,84.7161122,1988,6,8,7,96.30330397,18,93.84147689,88.88352277,5,1,5,2,1,0.0 
77.80531758,5,20,78.91791644,8,3,6,1,77.76249789,77.80346762,9,16,70.34436303,1987,5,10,3,81.09249372,15,80.52038403,80.06640397,5,2,5,2,1,0.0 
85.16608081,17,0,79.51404434,18,4,5,1,85.79393203,79.64095374,10,25,81.45251238,1991,4,8,5,78.53995373,10,77.77367433,77.78635512,6,1,8,2,1,0.0 
66.83664422,0,25,84.25972045,30,3,6,1,85.85416258,79.18858611,36,40,85.6115933,1982,6,18,12,84.76955472,38,83.5955792,77.72530655,5,2,6,2,1,0.0 
74.05246448,20,0,72.22396995,12,4,5,1,72.91115339,80.19533259,9,19,70.34436303,1978,4,20,3,73.66173617,5,75.02696464,77.77433233,5,2,2,1,2,0.0 
70.44455435,13,0,78.34947453,15,4,6,1,77.92675219,78.66116563,18,25,77.76704377,1980,4,17,15,73.66173617,40,75.02696464,73.20221184,5,4,2,2,2,0.0 
77.80531758,20,30,72.66537132,10,3,5,1,80.83856378,75.41160266,10,30,74.08157516,1988,5,8,5,77.76472787,30,80.84886951,75.62732028,2,2,2,2,0,0.0 
81.55817068,12,32,79.45869942,20,3,5,1,82.71786614,81.49627314,15,36,84.7161122,1984,3,13,3,88.09732057,10,85.80757561,81.97030487,2,2,4,1,0,0.0 
62.93884815,0,20,64.30531863,11,5,5,1,60.08700739,66.40687527,16,30,62.4998135,1983,3,12,12,62.55391762,15,52.80629945,53.39292105,6,1,5,1,1,0.0 
81.55817068,0,10,79.65718321,50,4,5,1,87.09471929,85.62934458,50,70,81.45251238,1980,5,18,15,82.21701473,40,83.5955792,84.44443909,5,1,4,2,2,0.0 
88.91893392,0,15,85.78268779,35,3,6,1,87.09471929,80.23324475,36,40,88.87519312,1982,6,14,20,84.76955472,38,86.3422889,88.88352277,5,1,3,2,1,1.0 
66.83664422,8,15,79.65718321,30,3,6,1,80.83856378,82.62510972,25,40,82.34799348,1986,3,10,10,81.44178887,20,83.5955792,82.15236745,5,1,6,2,1,0.0 
81.55817068,7,15,85.04342101,45,3,6,1,87.09471929,80.60066297,40,60,82.34799348,1986,5,10,11,73.66173617,34,83.5955792,86.60347392,5,1,5,2,1,0.0 
70.44455435,6,20,79.83956868,7,3,5,1,74.68643201,75.77902087,7,11,81.03064359,1983,3,14,6,74.43696203,15,72.48648275,71.23726238,5,1,5,2,1,0.0 
77.80531758,10,25,81.87044581,8,4,6,1,81.31305513,77.80346762,10,15,92.61240524,1980,3,16,1,93.32483328,25,77.77367433,81.97030487,5,1,2,1,2,0.0 
74.19740745,6,18,82.22884332,15,3,5,1,84.01865341,81.21303286,16,20,88.87519312,1986,6,12,12,85.54478058,34,83.5955792,88.88352277,5,2,4,2,1,0.0 
81.41322771,5,30,78.60849043,9,3,5,1,80.77833322,80.51648502,12,17,78.18891256,1987,4,10,3,78.53995373,7,80.52038403,79.86029581,5,3,2,1,1,0.0 
70.44455435,10,15,73.92932275,15,3,3,1,77.76249789,77.80346762,18,26,84.7161122,1982,6,15,1,74.43696203,25,74.69847916,68.95721353,5,1,2,2,1,0.0 
81.55817068,0,0,72.82009786,16,2,6,1,71.44611182,75.3736905,15,20,77.76704377,1992,5,5,9,66.30761417,28,71.62328399,73.38427443,3,1,4,2,0,0.0 
74.05246448,13,0,78.73553097,15,4,5,1,74.68643201,78.78325574,18,25,74.08157516,1980,1,17,15,76.98950202,25,72.48648275,73.38427443,5,2,2,1,2,0.0 
85.16608081,0,0,82.41122879,14,5,5,1,85.62967773,82.62510972,11,27,81.45251238,1989,6,8,6,81.44178887,31,80.84886951,82.34645282,6,1,2,2,1,1.0 
85.16608081,0,20,81.68806034,15,3,5,1,82.7780967,88.95473188,15,20,88.87519312,1990,3,6,10,88.87254642,30,83.5955792,88.87149998,5,1,5,2,1,0.0 
62.93884815,0,0,68.72547041,15,1,5,1,68.12003944,70.95737878,10,20,70.34436303,1989,4,8,10,63.32914348,8,69.41128758,71.04317701,1,2,2,1,0,0.0 
70.44455435,5,10,77.80869155,20,1,6,1,85.85416258,77.80346762,20,28,81.03064359,1990,7,8,11,77.33879717,15,86.13606108,82.34645282,1,1,9,1,0,0.0 
62.93884815,20,0,86.50585623,13,5,5,1,74.58240826,90.79221799,17,25,91.66518063,1988,6,8,3,89.22184158,31,85.80757561,88.87149998,6,1,2,2,1,0.0 
81.55817068,30,25,86.89191268,10,4,6,1,92.1103181,92.07010304,7,25,92.13879294,1990,5,7,10,92.97553812,29,94.16996236,93.32260645,5,1,7,2,2,0.0 
44.31614771,0,30,66.32363676,24,4,5,1,46.20687661,72.84763373,25,35,63.3952946,1995,2,3,6,59.22615178,25,61.3773863,70.89605435,2,1,5,2,0,0.0 
81.41322771,5,13,78.94560243,26,6,6,1,84.01865341,84.86792621,31,35,88.87519312,1989,4,9,8,84.76955472,31,80.52038403,84.44443909,6,1,3,2,2,0.0 
81.55817068,15,30,87.07429814,26,3,6,1,83.85439911,88.91681971,12,34,85.6115933,1982,5,14,10,88.87254642,14,83.06086591,82.21341601,5,2,2,1,1,0.0 
77.80531758,5,10,85.04342101,40,4,6,1,71.50634238,81.45836097,40,50,77.76704377,1986,5,11,10,74.43696203,20,72.48648275,75.49428348,4,1,5,1,0,0.0 
81.55817068,10,15,72.27931487,55,4,6,1,80.83856378,77.80346762,50,60,77.76704377,1986,3,10,10,74.08766687,20,77.77367433,84.44443909,6,2,2,1,1,0.0 
81.55817068,0,10,77.21256364,60,3,5,1,82.6138424,81.36208133,60,80,81.45251238,1986,5,12,12,81.44178887,34,78.30838762,84.44443909,5,2,3,2,1,0.0 
66.69170125,8,20,67.61624552,20,2,5,1,69.73106376,66.69011554,30,50,70.81797534,1990,2,6,6,66.65690932,6,69.41128758,71.23726238,3,2,2,3,0,0.0 
81.55817068,30,0,96.33990474,43,3,4,1,99.97749794,99.0301718,30,70,99.98334246,1983,7,14,2,95.87737327,36,99.99186723,99.9927132,2,1,9,2,0,0.0 
40.70161223,20,30,65.3868846,8,3,6,1,71.19610532,55.75988316,7,22,60.12875725,1995,4,3,4,59.57245165,18,78.30838762,61.95284285,2,1,2,2,0,0.0 
88.77399094,20,20,64.98924048,21,1,6,1,77.92675219,71.10642725,13,35,64.28783817,1994,5,4,5,69.98467517,7,64.124096,53.52595785,1,1,5,2,0,0.0 
77.80531758,0,0,79.27112677,75,4,8,1,84.07888396,83.48280772,66,80,84.7161122,1975,9,20,2,81.86771957,5,77.44518886,82.16439024,5,1,11,2,2,0.0 
77.80531758,0,30,90.0597007,20,3,4,1,81.31305513,88.59566727,22,30,92.61240524,1980,5,16,15,77.76472787,18,83.26709373,91.23664297,5,1,1,2,1,0.0 
92.67178702,20,30,85.18655988,10,3,6,1,88.86999791,88.91681971,19,50,81.92612469,1990,4,6,10,88.87254642,8,91.62948048,93.26155789,5,1,2,2,1,0.0 
70.44455435,30,30,72.09692941,7,4,5,1,72.97138394,69.97759067,10,20,69.92249424,1982,3,14,8,70.75990103,37,66.66457788,68.95721353,5,1,8,2,2,0.0 
59.33093802,31,0,63.92444938,10,3,6,1,59.69535166,58.00654058,14,25,74.50344395,1990,2,8,10,76.98950202,30,58.83214547,53.59714083,5,2,4,1,1,0.0 
62.93884815,25,0,66.69459328,11,3,3,1,69.6708332,70.34500888,15,30,77.76704377,1980,2,18,18,73.66173617,40,77.77367433,79.8723186,5,2,3,2,1,0.0 
66.69170125,0,0,66.69459328,9,3,5,1,67.89555458,70.34500888,20,30,70.34436303,1980,2,18,18,66.65690932,40,75.02696464,82.15236745,5,2,3,2,1,0.0 
77.80531758,0,30,77.80869155,22,4,6,1,77.76249789,77.80346762,10,25,77.76704377,1987,7,9,3,73.66173617,12,77.77367433,75.67634606,5,2,9,2,2,0.0 
55.57808492,0,10,57.41122454,25,5,5,1,55.54749785,55.57676345,26,30,55.55074507,1987,4,9,8,59.22615178,17,63.58938271,59.93398658,6,1,1,1,1,0.0 
62.93884815,30,0,66.51220782,13,3,6,1,66.65499787,70.38292105,13,30,66.65889442,1980,2,18,18,66.65690932,40,75.02696464,82.15236745,5,1,3,2,1,0.0 
77.80531758,10,30,88.92278981,15,3,6,1,80.77833322,85.62934458,19,24,85.6115933,1984,4,12,12,88.87254642,13,86.13606108,91.0425576,5,2,1,2,1,0.0 
74.05246448,20,0,79.64108488,7,3,6,1,80.94258752,78.56488599,11,21,81.92612469,1990,4,7,3,70.33397033,10,75.23319245,66.66514189,5,2,7,2,1,0.0 
85.31102379,20,0,63.17179403,18,3,6,1,77.76249789,70.45576877,15,27,62.97342581,1990,6,7,8,77.76472787,10,66.66457788,73.40832,5,1,3,1,1,0.0 
81.55817068,30,20,86.89191268,12,2,6,1,81.00281808,84.46259583,7,25,81.45251238,1988,2,9,6,84.76955472,13,83.06086591,86.59145113,3,1,6,2,0,0.0 
74.05246448,10,10,73.2061543,18,3,4,1,74.68643201,74.79923276,26,30,81.45251238,1992,6,6,5,81.86771957,10,83.06086591,80.05438118,5,2,4,2,1,0.0 
81.55817068,10,10,75.77781441,20,3,6,1,74.68643201,82.21977934,28,35,85.6115933,1991,6,7,5,81.86771957,8,83.06086591,79.8723186,5,2,4,1,1,0.0 
85.31102379,0,0,84.85584836,8,2,6,2,84.01865341,90.45098667,8,15,88.87519312,1992,6,6,5,81.44178887,27,83.5955792,90.98150904,3,1,8,2,0,1.0 
77.80531758,3,25,77.11320909,7,4,5,2,75.98721927,76.78539092,23,26,78.24065607,1989,4,8,5,78.11402303,8,69.73977306,71.24928516,4,3,6,2,0,0.0 
85.16608081,0,0,79.65718321,20,6,6,2,82.7780967,77.80346762,15,35,81.03064359,1985,6,11,9,84.76955472,35,86.13606108,82.16439024,6,2,2,2,2,0.0 
99.0325502,0,30,87.39982248,8,3,8,2,98.20221932,90.94126646,11,14,95.82426155,1986,3,7,8,92.97553812,29,96.91667206,93.45564325,5,1,3,1,1,0.0 
85.16608081,25,17,82.79728523,8,6,6,2,82.30360534,82.21977934,5,14,78.18891256,1980,4,15,19,74.43696203,33,75.02696464,77.9684177,6,1,6,2,2,0.0 
51.82185391,0,15,40.36359359,8,3,4,2,53.70762203,47.70808323,9,12,52.75450277,1988,5,11,3,52.21832964,31,57.76470989,55.5418656,2,1,6,2,0,0.0 
81.41322771,20,26,90.95366694,11,4,4,2,89.09448277,92.60962522,6,20,92.13879294,1980,4,15,6,88.87254642,39,88.88277078,77.77433233,4,2,2,1,0,0.0 
74.05246448,20,30,71.15232785,11,3,6,2,66.65499787,66.97335581,9,30,73.60796285,1985,2,10,8,55.89539064,5,63.91786819,64.50610706,5,2,4,2,1,0.0 
70.44455435,20,20,79.83956868,27,3,5,2,68.43027649,77.80346762,18,50,78.24065607,1984,3,14,15,73.66173617,25,77.77367433,77.77433233,5,2,2,2,1,0.0 
92.67178702,25,20,83.21102768,13,5,5,2,83.85439911,78.56488599,9,28,74.50344395,1985,2,13,15,74.08766687,35,80.84886951,75.49428348,6,1,2,2,1,0.0 
81.55817068,6,30,82.82497123,9,3,4,2,85.62967773,85.62934458,8,17,85.1897245,1983,6,14,8,85.54478058,15,86.13606108,84.49346486,5,2,5,2,1,0.0 
88.91893392,0,25,66.69459328,16,5,6,2,88.86999791,82.83214924,18,23,85.1897245,1992,4,4,1,88.87254642,10,88.88277078,88.88352277,6,1,7,1,1,0.0 
85.16608081,10,20,68.1570285,15,6,6,2,82.24337479,74.51599249,10,20,81.03064359,1988,4,8,5,78.11402303,15,88.88277078,77.77433233,6,3,2,2,2,0.0 
62.93884815,20,0,72.40635542,15,2,5,2,79.0030546,72.81269818,12,23,70.34436303,1997,4,2,3,76.98950202,5,83.38935139,73.1291405,3,2,8,1,0,0.0 
33.340849,15,20,42.71706447,15,3,5,2,36.39856595,44.45340835,20,30,47.69913474,1995,3,4,3,44.43127419,11,39.14919422,44.43676175,2,1,8,2,0,0.0 
99.0325502,20,15,99.0368881,22,5,6,2,99.97749794,99.0301718,15,36,99.98334246,1992,3,6,6,99.98036497,24,99.99186723,99.9927132,6,2,3,2,1,0.0 
66.69170125,25,0,80.38035166,19,3,5,2,80.77833322,83.8881381,17,35,85.1897245,1982,6,15,8,85.54478058,27,83.06086591,84.44443909,5,1,6,1,1,0.0 
92.67178702,20,30,94.63455195,10,3,6,2,88.70574362,90.94126646,9,30,85.6115933,1991,1,7,2,88.44661572,29,83.5955792,93.27358067,5,1,3,1,1,0.0 
70.44455435,0,0,79.90010079,5,3,6,1,60.3386118,71.71879715,4,8,70.81797534,1990,5,5,1,69.98467517,30,71.95176946,64.37307026,5,1,8,1,1,0.0 
77.80531758,0,0,80.38035166,8,3,6,1,79.53777651,77.80346762,12,17,81.03064359,1980,4,15,10,81.09249372,15,77.77367433,77.77433233,5,1,7,1,1,0.0 
70.44455435,0,20,75.96019988,19,3,6,1,77.76249789,77.80346762,16,30,77.76704377,1993,4,6,8,74.43696203,10,77.77367433,77.77433233,5,2,8,2,1,0.0 
77.80531758,10,10,75.59024176,40,1,6,1,77.76249789,77.80346762,30,50,77.76704377,1990,3,6,4,77.76472787,6,77.77367433,77.77433233,1,2,2,1,0,0.0 
85.16608081,0,0,79.65718321,75,1,4,1,82.07912049,77.80346762,66,80,84.7161122,1993,4,6,6,78.53995373,26,78.30838762,77.77433233,1,1,4,2,0,0.0 
81.55817068,0,20,77.80869155,5,5,4,1,76.46171063,72.22040717,4,8,70.34436303,1988,4,10,7,81.09249372,15,77.23896104,71.0551998,6,2,5,2,1,0.0 
81.41322771,30,0,88.18352304,10,3,6,1,75.98721927,80.23324475,10,18,85.1897245,1993,3,5,8,81.44178887,27,80.52038403,73.33524865,5,1,8,2,1,0.0 
